"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"59308",75312,"Web","2010-05-05","2010-05-05 06:53:41","2009-04-20","1899-12-30 01:30:00",1,"5 mins.",NA,"Alpharetta","GA","30005","Fulton","USA","Large, detailed craft sighting, brightly lit as if parked in the sky, very close, and lights/all white were pulsating.","Large, detailed craft sighting, brightly lit as if parked in the sky, very close, and lights/all white were pulsating.

I went out to put food out on the side of the house for a stray dog we were attempting to rescue.  The neighbors were not keen on the dog as he was a pitbull therefore I put the food out in the wee a.m. hours.  As I was coming back in the house/front door, a light caught my eye to the NW horizon over the cul de sac.  I stopped with my jaw dropped and just stood there to take it in.  I said to myself I am witnessing a close up view of a UFO so I better take this in as I knews it was most likely a once in a life time exp.  It was VERY close, very large and actually just sitting, as parked in the sky. It was actaully quite beautiful, one large craft-appeared to be 3 stories and I know this will sound weird, but it was like somoene had taken the top tier of an office building and parked it in the sky..it had windows...much like you see when you look up at a highrise office building.  It was all lite up with bright white lights-penetrating...as I said quite beauti! ful to take in.  It just sat there and did not move, the back drop was nothing but the black sky...it looked so close that I was tempted to walk towards it to the culdesac to get closer, that is when as I was standing at my front door got a bit spooked and thought I should go in.  I wanted to wake a neighbor to witness but it was the middle of the night thru the week, school-work, and I thought to go upstairs and get my camera, but the batteries are always weak and thought it will be gone when I return...so I went inside, looked out the window and it was still sitting there...then I went back to bed....stupid!!! So wish I had stayed to see it move, but as I mentioned I had taken it in , in great detail, no one to share it with and didn't want to stay outside any longer by myself.  I didn't tell any neighbors lest they think I was crazy, and really my prioirty at the time was attempting to rescue the dog (which was a succuss a few days later).  I did share the sighting with ! my immediate family and my best friend and then just filed it ! away as I have never known who to report it to that was reputable and where I could remain annonymus...so it is almost exactly a year later and on my mind I googled and found your site.  I hope this is a reputable site.  I can tell you I have watched, googled many sighting shows etc. since my siting and I have yet to run across anything that was as large and close with such a clear view of what I witnessed.  I would love to be able to share more details of my sighting to the appropriate personnel.  It was quite amazing, astonishing and etched in my momeory.  Oh, one other note...a couple of days later I drove behind our neighborhood to where I thought approx. it was sitting in the sky, 1/4 of a mile no more and it was over desolate wetlands...nothing around where it would have been in the sky....thought that was interesting.  Thank you.


","Professional",1,1,"rectangle",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Witness indicates that date is approximate.  PD",NA,NA,0,0,0,0,2009,2000,2,4,1,"Night","South",1,0,0,0,0
"59716",75755,"Web","2010-06-12","2010-06-12 11:56:32","2010-06-11","1899-12-30 23:30:00",0,"20 seconds",NA,"Six Mile","SC","29682","Pickens","USA","My wife and I independently and in two locations saw similar unexplained lights at about the same time","My wife and I independently and in two locations saw similar unexplained lights at about the same time

Last night sometime between 23:00 and 0:00 on 6/11/10 I went upstairs and just happened to see two yellow lights that appeared to be stationary on Duncan road near our horse pasture.  I thought someone was messing with the horses so I ran downstairs and grabbed a powerful flashlight and went outside and pointed the light down Duncan road.  Nothing was there, there was no sound, absolutely nothing was visible or could be heard. I scanned the flashlight beam all around and the horses were resting and did not appear disturbed.  I forgot about it.  Shortly after that I heard a crash on the porch and a chair with cat food on it was turned over with no sign of an animal.  This could have been a raccoon or something.  My wife works late and got home about 00:30 after midnight and I told her about the chair, but did not mention the lights.

Today on 6/12 my wife and I were coming home from eating lunch and she mentioned she saw four lights red and yellow on Mile Creek road where Love Care road intersects.  This is no more than a mile from our house. She said the lights moved rapidly off to one side and were gone.  She thought it was someone with a trailer in a nearby house, but when she passed nothing was there.  We decided her sighting and mine were very coincidental and unusual and may be worth reporting","Engineer",2,0,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,2,6,23,"Night","South",1,0,0,0,0
"60111",76188,"Web","2010-07-06","2010-07-06 03:29:47","2010-07-04","1899-12-30 21:25:00",0,"5-10 Minutes",NA,"Bolingbrook","IL","60440","Will","USA","2 Saucer  Dish Like objects in the sky glowing orange","2 Saucer  Dish Like objects in the sky glowing orange

My Boyfriend, and I, were outside grilling some food on the 4th of July 2010.  It was approximately 9:25 pm or so when I sat down at the table and I was watching the neighbors down the block blowing off some fireworks in the distance.  I got up and walked to the back of the yard so I could see if I could see any other fireworks going off.  As I looked over the front of my house, I seen this object coming toward me. It was orange in appearance, and was almost like glowing, like an aura around it or something. It made no noise what so ever.  It was almost silent, but looked almost like it was spinning the body part of it, but was just moving forward.  It was the strangest thing!  I started freaking out, and yelled for my boyfriend.   As he came over it was now almost right over the front of our house. It wasn?t very high in the sky maybe a couple hundred feet above our trees.  He ran into the house, and tried to grab the camera, but by the time he came back it was alre! ady over our neighbors house, and hidden by their trees.

I kept watching in the sky, turning in circles hoping I would see it again.  Maybe 2  minutes later another one appeared in the same direction the first one appeared to of come from.  This one was way up high still in the sky coming down from the clouds.  It seemed to stay up in the clouds as it moved along heading toward my direction kind of diagonal though along my fence line.  An airplane was coming in the sky toward it I believe it was maybe like 9:28-9:30 pm or so by now not sure. As the airplane headed toward this unidentified object it went back up in the sky, and the lights seem to disappear, or go off.  The aircraft then was over the spot where this craft was, and went passed it. I thought it was gone but then it came down out of the clouds but behind my house in the sky.  This time the craft came down and had it?s lights out and seemed to be a bit bigger than the other one that went over my house.  I could clearly see this space craft because of the street lights behind m! y house in the court. It was clearly a flying saucer, disk shaped.  It was grey, silverfish looking,  and was flying quietly. It was moving very slowly like hovering, or scoping things out.  Then it began to speed up and looked like it was coming down.  It was flying like it was looking for a place to land, or  something . It disappeared on the other side of the block past the trees where I couldn?t see.

I didn?t report this to Local police department. I know how people get treated, when they report these things to police departments, and say they see UFO?s. I know what I saw, and it wasn?t no airplane, fireworks, none of that. I got a good clear view of these objects, and I am positive about what I seen.

There has to be others here in town that seen this. I don?t know if anyone else might of reported this here in town. They didn?t say anything about it in the local papers, but that isn?t surprising where we live. I just want to report this, so if others have seen anything, they will know they aren?t the only ones, and it is documented!","Machinist",2,2,"disk",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,7,21,"Evening","Midwest",1,0,0,0,0
"60189",76271,"Web","2010-07-07","2010-07-07 16:34:11","2010-07-04","1899-12-30 23:30:00",0,"5 mins",NA,"Cortland","NY","13045","Cortland","USA","3 redish orange lights seen over central ny traveling south east direction","3 redish orange lights seen over central ny traveling south east direction

It was july 4th evening appox 10pm.  I had been invited to my friends new home for a few drinks and some food.  There were seven people there in total.  We were sitting on the back porch enjoying the nice night.  At approx. 11:30pm I noticed two redish orange lights off in the distance to the north of our location headed in a south east direction. Im not positive on their elevation but they were as low as a small prop plane would fly.  The two lights were flying side by side at first. One of the objects seemed to speed up ahead of the other. It slowed down just in front of the other then continued in this formation till they were out of my line of sight.  I told the others to ""look at those lights!""  My friend scott looked but blew it off as nothing.  Then as has happened to me before everyone commented on how i was seeing things.  But i know scott saw the same thing i did.  Again, at approx.  11:45 pm a second redish orange light at the same elevation and heading in the same direction as the previous two objects came into sight.  This one was moving slowly at first but seemed to gain speed as it traveled.  This one was by itself.  It traveled in a south east direction and like the other two disappeared out of my sight behind a tree line. I did not mention this object to my friends due to the fact that they refuse to believe even the things they see i guess.  I am aware that it was the fouth of july and people were using fireworks all over the country that day but this was NOT fireworks. Im reporting this because i read that there were many other reports of the same thing.  And i wanted to share my sighting as well.","store clerk",2,3,"fireball",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,7,23,"Night","Northeast",1,0,0,0,0
"60703",76828,"Web","2010-07-28","2010-07-28 03:51:52","2010-07-28","1899-12-30 00:00:00",0,"10 minutes",NA,"CO/WY border (Rocky Mtns.)","CO","80237","Moffat","USA","Three friends including myself went on a drive north towards the Wyoming border to shoot my brothers new gun. The car got stuck in some","Three friends including myself went on a drive north towards the Wyoming border to shoot my brothers new gun. The car got stuck in some mud on a dirt road we went down. After trying to put sticks under the tire to get leverage to drive out we gave up and decided to walk to the main road we drove on and to stay on that road until we could find a house to call for help..(We were in the middle of nowhere.) We walked I would guess 3 miles then us 4 including myself saw two ""balls of fire"" in the air about 30 yards off the road we were walking on. They did not appear to be large, maybe the size of a basketball. They moved quickly in all kinds of directions. Not sure how to explain it. We got scared and started running down the road, until we were a good distance away from the ""fire balls"". We stopped and watched and the 2 fire balls continued to move quickly in many directions but never really leaving the same area. We were still scared so decided to run again. W! e ran until the fireballs were out of sight. (Ran for about 5 minutes streight). This has caused me psycologic issues, I am now on several medications including sleeping pills due to the fact that I can't sleep at night because it still freightens me. I'm only 21 years old, and I was not drunk or on any drug at the time this happened. My brother and his roommate and my friend all saw it. My friends roommmate died a week ago in the same area due to losing control of his car. (Its unknown why he was out in the middle of nowhere,and still unknown how he lost control of his car,possibly a deer ran out in front of him.) I don't believe in ""aliens"", but somthing is going on I swear to god and I'm christian.

The fire balls were a dark red on the inside and a lighter red/pink on the outside.

They moved very quickly in a ""z"" like way.

It was about the size of a basketball I would guess.

 This is not a joke. This has caused me neurology issues, and now have to take medications to keep me sane pretty much.

Thanks for listening.","student",4,2,"fireball",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,7,0,"Night","West",1,0,0,0,0
"61014",77166,"Web","2010-08-12","2010-08-12 20:33:47","2010-08-12","1899-12-30 22:00:00",0,"5 MIN",NA,"Fredericksburg","TX","78624","Gillespie","USA","RED STAR LIKE OBJECT SEEN IN WESTERN SKY WITH UNEXPLINABLE MOVEMENTS","RED STAR LIKE OBJECT SEEN IN WESTERN SKY WITH UNEXPLINABLE MOVEMENTS

A LARGE SINGLE PULSATING RED BALL JUMPING UP AND DOWN FROM TIME TO TIME.  AT TIMES IT WAS STILL AND AT TIMES IT WOULD JUMP AND A TIMES IT WOULD MOVE IN CIRCLES.  IT WAS LOCATED AT A LONG DISTANCE(?) SLIGHTLY SOUTH OF WEST OF MY HOUSE.  I LIVE IN THE GHOST TOWN OF MORRIS RANCH, TEXAS.  

I OBSERVED SEVERAL DIFFERENT UPOS FROM MY BACK PORCH IN THE IN JAN. IN THE MID 1990'S. yr? 

I AM A 66 YR OLD MALE WHO HAS LIVED HERE ON MY RANCH SINCE 1973.   I AM SELF EMPLOYED FARMER AND FOOD PROCESSOR.  

I AM A COLLEGE GRAD---BS FROM TEXAS STATE/BIO-CHEM DEGREE.","self employed",1,1,"fireball",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,8,22,"Night","South",1,0,0,0,0
"61188",77361,"Web","2010-08-22","2010-08-22 17:44:56","2010-08-22","1899-12-30 05:00:00",0,"20 min",NA,"San Bernardino","CA","92407",NA,"USA","bright daytime space sighting by numerous people...","bright daytime space sighting by numerous people...

i was bbqing letting the kids swim caught a glimps of four lights appeared to be in space keep in mind its day time and there bright eyes had to kind of ajust to see the distance was watching them they were moving quite slow and switching formation making waht i want to say were formations triangls dimond and an L spape watched them so long move across very hi up there my eyes were hurting got next door neighbors attwention asking what they thought they saw didnt know what they could be got the next door to them peoples attention  they couldnd find them at first then finally did got mother girlfriend grandmother and all three kids to see them before finally going to get food came right back out couldnt find them was very wierd not baloons couldnt be way to hi and lasted way to long believe me if you seen what i seen you would of been waiting to see somthing happen too........i tried to snap photos on phone didnt go that far to see them asked next door neighb! ors if the had a camera they said it wont reach that far ..

","forklift driver/parent of three",0,4,"light",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,8,5,"Morning","West",1,0,0,0,0
"61355",77537,"Web","2010-08-30","2010-08-30 20:50:16","2010-08-29","1899-12-30 02:10:00",0,"30 seconds",NA,"Lafayette","IN","47905","Tippecanoe","USA","floating object and strange lights in the sky.","floating object and strange lights in the sky.

I work night shift at the Clarian Arnett Hospital as a nursing assistant. I was on my way back from getting food on my break around 2:10 am, and saw a floating object directly over the intersection in front of the hospital. It was just over the traffic lights. I stopped (at a green light) to see what it was but cannot wrap my head around what I saw.

It was grayish blue, there were no streetlights just car headlights, it is very dark around the hospital, and I estimate it as being the size of a large dog. To me it looked like some sort of creature, floating silently and slowly straight up. No drifting or blowing in the wind. It had what looked like a very large head with the rest of the body which did appear to have 4 appendiges about the same size as the head, and it appeared to be almost upside down. it didnt move, just floated up as if being lifted from the sky. I turned around and went back, and it was gone.

I parked in the back of the hospital parking lot and a man with a little boy were walking out to the road pointing and looking where the object had been. I walked up to him and asked if they saw it too and if they knew what it was. He said that he did, he was able to see it from up close to the hospital. But he didn?t know what it was either. It was gone. I don?t know hoe it could have disappeared so fast or whether anyone else in the cars saw it.

Looking out the windows that night I noticed the moon was large, and there was a very large very bright light that stayed in the same proximity to the moon the entire night. And could see many tiny and very far away green lights appearing and disappearing and streaking the sky above. 2 of the RN?s I work with also witnessed this. The next 2 nights I?ve seen nothing and the moon is gone. I am baffled and terrified.","Nursing Assistant (CNA)",3,1,"other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,8,2,"Night","Midwest",1,0,0,1,0
"61470",77659,"Web","2010-09-06","2010-09-06 00:44:53","2010-09-05","1899-12-30 17:00:00",0,"15 min",NA,"Beverly Hills","CA","90210","Los Angeles","USA","6-8 lights flying in formations above LOS ANGELES","6-8 lights flying in formations above LOS ANGELES

I am a chef that was working at the Food and Wine festival in Beverly Hills today.  At around 5 pm I happened to look up at the sky when I noticed two lights flying horizontal from one another.  They were very bright and obviously not helicopters as they were flying at too high an altitude and not planes as it was still daylight and I could not see the normal outline of a plane.  Behind the first set of lights I observed an identical set of lights flying the same pattern.  The objects also appeared to have a slight wobble to their flight path which was unlike anything I have ever seen in the sky.  Also my co-worker standing next to me he noticed it appeared the lights had sort of a energy field surrounding them.  When the lights reached the middle of the sky at least 6-8 new lights began to appear and the lights began to form different formations in the sky.  The changing of formations lasted between 10-15 min and then the lights vanished.

","Chef",15,8,"light",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,9,17,"Afternoon","West",1,0,0,0,0
"61493",77685,"Web","2010-09-07","2010-09-07 07:51:21","2010-09-07",NA,0,NA,NA,"Olin","NC","28660","Iredell","USA","Related UUO/UFO activity vicinity of NC Coast undersea anomalies [linked].","Related UUO/UFO activity vicinity of NC Coast undersea anomalies [linked].

NOT REPORTED AS A SIGHTING.

This is submitted as an FYI:  Happened to notice the curious link or ""coincidence' between the UUO/UFO sightings off the North Carolina coast in the general vicinity of an undersea anomaly [or anomalies] linked here:
 http://www.googleearthanomalies.com/Anomalies/tabid/56/articleType/ArticleView/articleId/31/Topographic-Anomalies-NC-Area.aspx  

There should be an ISOLATED reporting category dedicated to OFF SHORE sightings and the possible link with Military activity there [which is usually extensive].  Having retired from the US Navy I can attest that there always has been a lot of Air Ops/Submarine Ops/NATO Exercise situations there.  Also - STILL classified are many log entries depicting ""unknown anomalies"" both entering and exiting the waters all along the Outer Banks area.

IF there IS a special military involvement in that area [above] it would indicate more than a casual interest in surrounding ""anomalies"" --- OR ... these are archeological structures that fall under strict MILITARY EYES ONLY ... with US and other foreign Nuclear Subs 'mapping' the terrain.

Personally I believe all of these are related ... that aside from the Puerto Rican Trench -- there are enough indications of undersea BASES .. perhaps of EITHER E.T. or Military [perhaps joint].

The same situation also appears off the West Coast in the vicinity of Catalina Island .. where there also lay a trench of UNUSUAL formation.  Sightings have been around this area as well [numerous].

UUOs are just as numerous .... but SERIOUS attention needs to be made to see if these UUOs are, indeed, linked to undersea anomalies.  And that bases like the US Navy's AUTEC (Atlantic Underwater Testing and Evaluation Center), perhaps have a TWO-FOLD role.  Being VERY CLOSE to the 'Tongue of the Ocean' in the HEART of the so-called 'Bermuda Triangle'  

Just food for thought!  Keep up the good work!!","US NAVY Retired [Crypto Tech]",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,9,NA,NA,"South",1,0,0,0,0
"61648",77851,"Web","2010-09-15","2010-09-15 17:33:58","1986-01-28","1899-12-30 13:00:00",0,"7 seconds",NA,"Clarkton","NC","28433","Bladen","USA","Low flying, large cigar shaped craft close-up view the day of the Challenger disaster in 1986.","Low flying, large cigar shaped craft close-up view the day of the Challenger disaster in 1986.

On January 28th 1986 I viewed the Space Shuttle Challenger disaster on TV on a rare day off from commissioning a local power plant. After about an hour of watching it over and over again on TV, I was called-in to work.  I left around 1pm from Whiteville, NC to travel to Elizabethtown, NC.  I travelled Red Hill Road, a less used route, as I wanted to avoid lunch traffic in town.   Just a couple of miles from Clarkton, NC I started to pass through a wooded swamp area that had been heavily logged.

From my right I caught a glimpse of something large through the open areas and remaining trees heading from my right to left (North to South). I slowed down as I was expecting to see some large Military aircraft travelling way to low or thought it could be a passenger jet about to crash.

When it appeared in front of me over the open road I was shocked to see a craft that was metallic brown, cigar shaped, with either windows or squares and a ziz-zag pattern around them. The craft had no wings and there was no sound and was travelling too slowly for any aircraft I knew of to stay airborne.   I know this because this was not a distant sighting. The craft was right in front of me maybe 500 to 1000 yards away and I got the best and only view I have ever had of an unknown craft as it passed in front of me heading south.

I had spent six years in the Navy and had been discharged only about 6 months prior. I had seen the Russian bear, migs, most of our jets and aircraft in Grenada, Lebanon, and all over the world.

Later my wife and a friend brought food to the power plant for me.  When they arrived they were all excited about seeing dancing lights in the sky, the kind that dance around then join into one before travelling off at an astonishing speed. They witnessed this in the same area in the swamp on Red Hill Road just after sunset that day.

It?s been 24 years since that sighting, and I don?t feel as uneasy talking about it now.","Power Plant Operator/Mechanic",1,1,"cigar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1986,1980,1,1,13,"Afternoon","South",1,0,0,0,0
"61651",77854,"Web","2010-09-15","2010-09-15 19:47:21","2010-09-14","1899-12-30 20:45:00",0,"off and on 1 hour",NA,"Williamston","SC","29697","Anderson","USA","Bright Red/Orange light hovered changed altitude rapidly ""danced"" dissappeared then reappeared several times.","Bright Red/Orange light hovered changed altitude rapidly ""danced"" dissappeared then reappeared several times.

On 9/14/10 at approximately 845 pm I went to the back yard of my residence to feed my dog.  As I walked to get his bowl to give him food I observed a bright red light in the south west sky in the Williamston area close to I-85, that looked to be several thousand feet up,  and thought it looked odd to be so bright.  The ball of light  was the size of a golfball and later marble in relation to a star.  As I continued to look at the light it then dropped within a second to just above the tree level and hovered,  I then ran back to my back door and yelled for my wife to come look so that I would know that I was seeing the same thing.  She then looked and only saw the object hovering and commented on how bright it was.  As myself and her were watching it the light then emitted another light below it which was bright orange in color.  The lighted object then began to dance from left to right up and down! My wife became frightened after she realized the same thing I! apparently did and knew that the way it was moving could not have been a helicopter or airplane due to the speed and movements it was doing.  The object then dropped lower below the tree line into a heavily wooded area and I could then see what looked like several bright headlights shining through the trees.  As that happened I could then tell it appeared to be within a mile of my house.  I then called my neighbor and another and asked for them to come outside and see what we were seeing.  As all seven of us were watching it, the object then lifted back up very rapidly several hundred feet and disappeared.  It then reappeared across the sky for a few moments and ?danced? as it did earlier for five to six minutes.  It then disappeared for the second time.  We watched for almost two hours to see if it came back, but it did not.  It was officially the weirdest thing I had ever seen!  I did contact our local news agency and asked if they received any calls asking about the obj! ect we all saw and they stated they did receive more than a fe! w.  I wi ll be watching hoping to see it again!


","Public Safety",7,1,"unknown",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Witness elects to remain totally anonymous; provides no contact information.  PD",NA,NA,0,0,0,0,2010,2010,3,9,20,"Evening","South",1,0,0,0,0
"61768",77978,"Web","2010-09-25","2010-09-25 02:20:19","2010-09-24","1899-12-30 19:30:00",0,".5 second",NA,"Henderson","NV","89120","Clark","USA","Bright Green Fireball in night sky travelling west-east over Henderson NV  Food for Less parking lot 9-24-10","Bright Green Fireball in night sky travelling west-east over Henderson NV  Food for Less parking lot 9-24-10

I was exiting a food store at Warm Springs and Sunset Rd. on the south-west corner.  I looked up because something in the periphery of my vision appeared.  I saw an intense green fireball traveling west to east at a very high rate of speed.  I could not guess the altitude; it was about the size of my small fingernail.  It appeared like it came over some houses to the west and then into the vicinity of the parking lot, where it blinked out, just before it disappeared a bright orange spark came shooting off of it.  There appeared to be a hazy orange aura surrounding the fireball, which was in the shape of a square more than a ball. There was a small trail of the green material following it that disappeared when the object blinked out.

There was no sound, no smoke given off, no evidence after it disappeared.  There were no aircraft in the area at all.  I could not guess at the speed, it travelled over the length of the parking lot in less than half a second.  It did not appear to change direction.",NA,1,1,"fireball",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,9,19,"Evening","West",1,0,0,0,0
"61789",78003,"Web","2010-09-26","2010-09-26 09:06:19","2010-07-28","1899-12-30 09:40:00",0,"2:00",NA,"Rochester","NH","03867","Strafford","USA","i believe what my family saw was a ufo","i believe what my family saw was a ufo

my wife, son and myself were home i was cooking on the grill witch is right outside slider doors,i go and out of house waiting for food to cook,went out to get food off grill and saw two round shaped lights following eachother very slow just over the tops of tree line,i told my wife to get my banoculars when i looked through them i knew it was nothing i had ever seen before,i passed to wife to look and she did not know what it was.  I then passed to my 11 year old son and he starts saying to his mother and me its a ufo,we watched them stay in perfect form for about 2 minutes and they were gone i even had a officer come to my home because i reported what we saw.","sales",3,2,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,3,7,9,"Morning","Northeast",1,0,0,0,0
"62092",78327,"Web","2010-10-12","2010-10-12 23:26:52","2010-09-03","1899-12-30 20:00:00",1,"15",NA,"Framington","NM","87402","San Juan","USA","red light seen over farm land saw from the parkinglot of Smiths food and Drug.","red light seen over farm land saw from the parkinglot of Smiths food and Drug.

I was walking a coworker to his car wheni saw off in the distance a red ball. the craft was moving in a ""w"" pattern in the night sky. the craft was moving between two hills in the distance then the craft moved over a high school foot ball game and took off to the north at a great speed


","security",1,1,"sphere",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Witness indicates that the date of the sighting is approximate.  PD",NA,NA,0,0,0,0,2010,2010,3,9,20,"Evening","West",1,0,0,0,0
"62296",78551,"Web","2010-10-24","2010-10-24 20:25:08","2010-10-24","1899-12-30 19:35:00",0,"4-5 min",NA,"Katy","TX","77450","Ft. Bend","USA","Bluish white light observed in 90 degree turn and flight to east over Ft Bend county Texas","Bluish white light observed in 90 degree turn and flight to east over Ft Bend county Texas

At approximately 1935 I went out on my patio to remove food from a grill...I work in aviation and have some interest in astronomy, an so I glanced up at the night sky...I observed a bright bluish white light that made a 90 degree turn, and began traveling east, southeast.at this point I yelled out for witnesses, and when my son, his stepdad and mom came out, I ran inside for binoculars and a camera...When I came back out, the others said it had accelerated off to the east, and was gone. The light made no sound,,,and did not have any visible running lights....

","Airline ops",4,1,"light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,4,10,19,"Evening","South",1,0,0,0,0
"62570",78842,"Web","2010-11-11","2010-11-11 07:27:28","2010-11-10","1899-12-30 19:40:00",0,"20 mins",NA,"Montville","CT","06370",NA,"USA","a huge disk shaped object that covered half the sky","a huge disk shaped object that covered half the sky

i was with 3 of my friends last night at about 7 30 or 7 40 when we were sitting in the car waiting for our food to be ready. when we looked out the window we saw a huge triangular plane fly over the car. we determined that it was a government plane. we then saw multiple flahing lights. we got out of the car to see what it was. the object covered half the sky and was moving downward very slowly.  we all were in disbelief. we didnt know what it was. all 3 of us saw it and we didnt know what to do. it was a creepy experince. then throughout the night we saw alot of planes, more than normal, flying through the night sky.


",NA,4,1,"disk",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Witness elects to remain totally anonymous; provides no contact information.  PD",NA,NA,0,0,0,0,2010,2010,4,11,19,"Evening","Northeast",1,0,0,0,0
"62879",79184,"Web","2010-12-08","2010-12-08 22:01:41","2010-12-08","1899-12-30 20:35:00",0,"2 seconds",NA,"Henderson","NV","89052",NA,"USA","Blue light screaming across the Nevada skyline","Blue light screaming across the Nevada skyline

I was pulling out of a fast food line up when my girlfriend and I looked up out of my windshield and saw a BRIGHT Blue object flying very fast across the skyline.  The Blue light gradually sped up and then disappeared.  Compared to surrounding aircraft (approx.400pmh) I can guess that it was around 200 times as fast as the aircrafts.  The craziest part is I have been searching for other posts regarding this sighting and I found a post on this site in Florida today/tonight that is the exact same description of what we saw. I think its very crazy that the same sighting was also seen in Florida. This also proves that it was either fast enough to travel across the country or seen 2 separate times to help prove my claim.  The crazy part for me and my GF is that as humans we have instinct and during this event my stomach dropped and I was really uncomfortable. 

I love the outdoors, love looking at starts etc...and this was different, this was something I cannot explain! . INSANE!!!","Sales",2,1,"light",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2010,2010,4,12,20,"Evening","West",1,0,1,0,0
"63379",79730,"Web","2011-01-18","2011-01-18 23:06:31","2009-12-07","1899-12-30 02:00:00",0,"0:25",NA,"Beaverton","OR","97005",NA,"USA","A fleet of UFOs coming from the moon were seen entering our airspace over Beaverton, Oregon.","A fleet of UFOs coming from the moon were seen entering our airspace over Beaverton, Oregon.

After work (two AM in the morning) I left walking home from the fast food restraunt I worked at on Hillsdale Highway.  Walking home I take the usual route Hillsdale Highway then SW Scholl?s Ferry Rd. then home a few more turns afterward.  But that walk home, I stumbled to an extraordinary amazement in the night sky.  Sometime between 2 AM and 3 AM in the morning I was standing on the side walk next to Raleigh?s Elementary school staring at an awesome site above me.  In the sky above me I saw a fleet of UfOs coming from the moon into our airspace miles above me it was extraordinary.  These lights were all in a coroneted formation heading north.  Aircrafts looked bright and cylinder in shape and there were perhaps 1000 that I was seeing.  They all looked as if they were going fast maybe 65 mph or 70. They all disappeared behind.  The artificial clouds that were scattered far apart in the sky. It happened on December 7th 2009th.  Event Lasted less than 25 minutes.",NA,2,1000,"formation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2009,2000,4,12,2,"Night","West",1,0,0,0,0
"63697",80075,"Web","2011-02-14","2011-02-14 14:25:50","2008-07-02","1899-12-30 14:00:00",0,"1 minute",NA,"Cle Elum","WA",NA,"Kittitas","USA","Disc seen near mining area at Cle Elum, WA.","Disc seen near mining area at Cle Elum, WA.

This disc was noticed by myself while driving east on Highway #90 between Cle Elum and Ellensburg WA. in July of 2008.  This disc was close to highway #97 near Liberty, WA. at an altitude of approximately 5,000 feet.  The horizontal distance was several miles.  

I watched it off and on for about 1-2 minutes while driving.  It began to move south toward the highway and climb.  I pointed it out to my wife, but she was unable to identify it before it disappeared.  This disc was not far from a mining claim that we owned in that region where we had numerous big foot encounters over a 15 year period.  Interesting.  Shortly thereafter, I became obsessed with preparing for disaster by stockpiling food.  This disc has not been the subject of a specific regression.","Retired",1,1,"circle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2008,2000,3,7,14,"Afternoon","West",1,0,0,0,0
