"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"43049",57094,"Web","2007-06-15","2007-06-15 18:47:56","1970-09-22","1899-12-30 01:00:00",1,"5 MINUTES",NA,"Homestead","FL",NA,"Broward","USA","BRIGHT LIGHT...LOST POWER TO MISSILE SITE...LEFT AT HIGH RATE OF SPEED","BRIGHT LIGHT...LOST POWER TO MISSILE SITE...LEFT AT HIGH RATE OF SPEED

I WAS STANDING OUTSIDE AT A HAWK MISSLE SITE IN THE PARKING LOT AT ABOUT 1:00 AM AND I SAW A BRIGHT LIGHT COMING TOWARDS ME, I BELIEVE FROM AN EASTERLY DIRECTION TRAVELING WEST...AS IT WOULD GET CLOSER THE LIGHTS ON THE SITE KEPT GETTING DIMMER AND THE GENERATORS WERE GRADUALLY LOSING THEIR POWER.  WHEN IT GOT UP CLOSE I COULD NOT SEE ANYTHING BUT A VERY BRIGHT LIGHT AND WHEN THE POWER WENT OUT THE LIGHT JUST SEEMED TO JUST HOVER STATIONERY FOR ABOUT A MINUTE.  IT THEN TOOK OFF FASTER THAN ANYTHING I HAVE EVER SEEN MOVE TOWARDS THE SOUTHEAST.  THE GENERATOR OPERATOR'S IMMEDIATELY RESTARTED THE GENERATORS AND I WENT INTO THE COMMAND CENTER AND REPORTED THE INCIDENT TO HOMESTEAD AIR FORCE BASE.  THE REACTION I GOT WAS...""THANKYOU...WE'LL TAKE CARE OF IT""!


","SECURE CARE TREATMENT AIDE",5,1,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Witness indicates that the date of the sighting is approximate.  PD",NA,NA,0,0,0,0,1970,1970,3,9,1,"Night","South",0,1,0,1,0
"43231",57293,"Web","2007-06-24","2007-06-24 17:25:15","2002-05-20","1899-12-30 19:30:00",1,"00:10:00",NA,"Butte","MT","59701","Silver Bow","USA","Butte, Montana May 2002:  A star appears to move, and is destroyed by some sort of missile or kamikazee spaceship.","Butte, Montana May 2002:  A star appears to move, and is destroyed by some sort of missile or kamikazee spaceship.

	My friends and I, were hanging out in one of the friend's yard talking and trying to find satelites and such.  I was looking up and I swore I saw (what I thought was a typically star), moving left and right just enough to notice it. It wasn't flashing like stars do, it was solid.  And as far as I knew only planets did that.  So I thought it was a planet, but something seemed to make me second guess it.  I leveled my hand with it vertically to a nearby star.  The object went in and out of view from behind my hand.  I started to ask them (my friends) if they saw it as well, and one of my friends said and I'm quoting ""Do you see that star?  It's F***ing moving man!"".

	We continued watching it go back and forth for several minutes.  I saw a ""satelite"" and pointed it out.  It was going in the direction of the object, off at 30 degree or so.  It continued until it passed the object on the left side.  It started to go around in a large circle until it was on level with the object, and TURNED  45 degrees heading directly at it.

	We were all watching it with anticipation of what was happening and freaked out.  What happened next is what got us.  It hit on the right side and a flash or spark went shotting out the left side at about 3 times the speed.  When it hit we all said some exclamations.  Both objects were gone.  Since that day I've always believed that extraterrestials have been here for the blip of an existence we've had.  And I'm pretty sure my friends are the same way.


",NA,4,2,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Witness indicates that the date of the sighting is approximate.  PD",NA,NA,0,0,0,0,2002,2000,2,5,19,"Evening","West",0,1,0,0,0
"43379",57458,"Web","2007-07-05","2007-07-05 08:24:28","2007-07-03","1899-12-30 16:30:00",0,"1 minute",NA,"Columbia","MO","65202","Boone","USA","Black cigar shaped object flying north of Columbia, Missouri on 7/3/07.","Black cigar shaped object flying north of Columbia, Missouri on 7/3/07.

Driving home from work on my motorcycle, I noticed a bird with its wings tucked in that seemed to be using a warm updraft to keep itself floating in a semi-stationary position. I looked back at the road and looked up again thinking that I had never seen a bird able to keep afloat for that amount of time without utilizing its wings. As I stared longer I realized it was not a bird at all. In fact it was something that I could not explain. I seem to want to compare it to a submarine that was flying. Or maybe a missile, due to its shape. It was black and long and thin, similar to a cigar. It seemed to have small fins sticking out of its sides. Again I was on my motorcycle and so I could not here any sounds, nor did I see any lights. Its movement was not that of a rocket, because it did not move in a linear manner. I would liken its movement to someone holding it on a string and pulling it up and down, and if it weren?t for the height of the object in the sky, roughly 500 feet, and location, over a heavily wooded area, I would swear someone was holding it up on a fishing line. It slowly moved north and soon was out of my view. I am a former airman in the U.S Air Force and have seen lots of crazy flying machines, but this was like nothing I have ever seen before.

","Human Resource Manager",1,1,"cigar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,7,16,"Afternoon","Midwest",0,1,0,0,0
"43418",57500,"Web","2007-07-07","2007-07-07 10:19:37","2007-07-05","1899-12-30 20:00:00",0,"10 minutes",NA,"Ralston","NE",NA,"Douglas and Sarpy","USA","Ten starlike objects seen in daylight just s of Omaha - most stationary but some moved various directions","Ten starlike objects seen in daylight just s of Omaha - most stationary but some moved various directions

Sighting of ten starlike points of light objects in daytime sky just sse of overhead Ralston, Nebraska (suburb town on southwest side of Omaha).  Sighting lasted about 10 minutes beginning at about 8pm CDT on Thursday, 5 July 2007.

I was sitting in a lawn chair outdoors at a swing and big band concert offered by the city in downtown Ralston facing south.  The crowd was of about 75 was mainly made up of people in their 50s to 70s years of age and some in front of me began pointing up to the daytime cloudless sky, and I looked up to at first see five bright silver starlike points of light in the sky stationary and in a zigzag like pattern.  Within minutes I counted 7 and then I counted 9 and then 10 in all stationary across the sky of various intensities and all silver in color except one fainter one which had a reddish tint.  None blinked or pulsated but looked more like how Venus currently looks in the western sky vs a twinkling star affect.

Since the sun was low on the horizon, the brightness appeared to be reflection.  Knowing how bright the International Space Station can be after sunset when its orbit is just right and how bright satellites can be in the early evening, these objects could have been at a very high altitude and hence could have been seen across a widespread area and hopefully others have seen something similar.

The lights were not evenly spread out but some were alone and some were in somewhat close groups of two or three in no particular pattern.  After about 5 minutes, three of the lights moved in all different directions and the group farthest to the southeast made a  tight triangle around the reddish light.  After a few more minutes, in this same area, four lights moved close to one another to form a rough letter C.

About ten minutes after first seeing this strange event, a high flying aircraft flew across the sky from east to west and when it did, coincidentally all but one of the lights vanished and by the time the airplane crossed that area to the west, the last light was gone as well.

I did not have nor did I see anyone there with a camera or video equipment to record this event.

I saw no more starlike items in the sky until after sunset an hour and a half later when Venus was visible and by 9:45 several of the brighter stars came out as normal.

I am familiar with planes and satellites and what I saw was not those.  I am familiar with the brightness of white-breasted geece flying and how the sun can reflect off them and what they look like and what I saw was not birds.  I have always been interested in astronomy and earth sciences and am a meteorologist by profession.  I have never seen an object in the sky I could not reasonably identify until late Thursday the 5th.   I made a report to the Omaha World Herald news tip line an hour after the event and they said no one had called about the lights but they would check with the Ralston Police Dept (I had not notified them, just the newspaper).

I came across your website today with the phone number and called.  No one at work on Friday when I posted an e-mail on the bulletin board responded as having seen it and I took a good bit of ribbing about it.


","meteorologist for the USAF",0,0,"orb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We express our gratitude to the individual who submitted this excellent report.  He describes his background, which clearly qualifies him as an excellent witness, who should be quite familiar with observation of the sky.  PD",NA,NA,0,0,0,0,2007,2000,3,7,20,"Evening","Midwest",0,1,0,0,0
"43544",57637,"Web","2007-07-13","2007-07-13 19:53:16","1968-08-14","1899-12-30 21:00:00",1,"3-5 minutes",NA,"Byron","GA",NA,NA,"USA","Craft sighting related to protection or surveillance of niaki missile base?","Craft sighting related to protection or surveillance of niaki missile base?

Viewing UFO panel discussion on Larry King Live July 13, 2007, compelled me to make this report some 39 years after the fact.

 In August 1968 while working at Boy Scout Camp Benjamin Hawkins, Byron, GA, two fellow scouts and I spotted a craft in the night sky.  The craft produced a sound much like a very high-speed electrical motor, shrill and almost inaudible.  Its shape was that of two bright silver/white saucers placed face to face with a row of clear lights around the center much akin to windows in a commercial jet.  The lights seemed to revolve very rapidly like a gyroscope.

 The craft hovered approximately 300? directly above our heads and seemed to place us in an electrical field, because for a brief time we could not move our bodies.  After a few minutes the craft began to move very slowly to the southwest toward a Niaki Missile base which bordered the camp property.  Just as it reached the tree line it banked slightly and disappeared in a split second, never to be seen again.

 The Niaki Missile base located in Byron, GA is just a short distance from Robins Air Force Base, Warner Robins, Georgia.


","Retired Educator, Currently GM of Country Club",3,1,"disk",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"Witness indicates that the date of the sighting is approximate.  PD",NA,NA,0,0,0,0,1968,1960,3,8,21,"Evening","South",0,1,1,0,0
"43693",57814,"Web","2007-07-23","2007-07-23 21:05:07","2007-07-22","1899-12-30 06:30:00",0,"5 seconds",NA,"Birmingham","AL","35022","Jefferson","USA","southwestern skies of Birmingham, black object dart and zig zag then flee without trace","southwestern skies of Birmingham, black object dart and zig zag then flee without trace

I woke up early Sunday morning and went outside to have a cigarette.  After sitting down and looking up, I noticed how clear the sky and how thinly transparent the clouds were.  Right before sunrise.  I noticed a black object in the in the clouds.. thinking it was a big black bird, I watched it.  Then it made sharp movements and seemed to zig-zag then shot like a bullet and left no trace.  I searched the skies for several minutes to see if it was traveling thru patches in the clouds but it was gone.  I had a very clear open view of the sky. Birds and planes are easy to follow at the height that I saw this object, but this just vanished in a flash!","caregiver",1,1,"chevron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,7,6,"Morning","South",0,1,0,0,0
"44093",58249,"Web","2007-08-18","2007-08-18 11:59:24","1998-01-01","1899-12-30 13:00:00",1,"15 min",NA,"Baton Rouge","LA","70808","Baton Rouge","USA","the brightest lights over the mississippi river","the brightest lights over the mississippi river

i woke up at about 2 am to get some water looking out of my kitchen window i saw 3 very bright lights almost blinding at first they were just sitting in a triangle shape i  knew they couldnt be stars because i look out that window every night i just watched for awhile and out of nowhere two of them started to race or dance around the other one fast and then just took off to the south like a bullet the other one just sat still for awhile it would get so bright then dim so i got my cam corder and started filming the last one out the window it had moved south real quick to so i went outside to get a better view it sat and just got brighter then dimmer moved around fast and left as you will see on the video this is not the first but many many sightings just the first one i had a camera for this happens every winter for some reason i gonna start keeping my camera with me more often thanks


","dirt contractor",0,3,"circle",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Witness indicates that the date of the incident is approximate.  PD",NA,NA,0,0,0,0,1998,1990,1,1,13,"Afternoon","South",0,1,0,1,0
"44290",58463,"Web","2007-08-30","2007-08-30 11:55:19","2007-08-30","1899-12-30 13:00:00",1,"30 seconds",NA,"Goose Creek","SC","29445","Berkeley","USA","An weird shaped object just siting and then just shot up into the sky.","An weird shaped object just siting and then just shot up into the sky.

It was in the sky just siting there with a orange/yelloy glow under it then it turned vertical and just shot up like a bullet into the sky!!!


","Computer adminstrator",2,2,"diamond",0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,"Source of report indicates that date of the event is approximate.  PD",NA,NA,0,0,0,0,2007,2000,3,8,13,"Afternoon","South",0,1,0,0,0
"44336",58511,"Web","2007-09-01","2007-09-01 21:41:45","2007-09-01","1899-12-30 23:32:00",0,"6 minutes",NA,"Murfreesboro","TN","37130","Rutherford","USA","Bright Fiery unknown object","Bright Fiery unknown object

At first I seen a strange cloud, but looked as if something was on fire.  After watching the haze of smoke six of us seen a bright, bright light couldn't tell the shape, but was so bright and had a red glare to it as if it was on fire.  My husband thought it was a missile, I thought meteor, then after about a min in a half it was gone and so was the cloudiness. Strange event never seen anything like it at all. 

Took lots of pictures not sure if they came out, but was scary when we were watching because we did not know what this fiery object was.  Had a chemical type trail to it.  Really crazy something we will talk about for a long while.","Busness owners",6,1,"other",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,9,23,"Night","South",0,1,0,1,0
"44429",58611,"Web","2007-09-07","2007-09-07 09:01:49","2007-09-05","1899-12-30 13:00:00",0,"1 minutes",NA,"Alton","NH","03809","Belknap","USA","Possible Missile Test.","Possible Missile Test.

The craft had a northeast heading. It sounded like a jet, looked like a jet, but it didn't have wings.  The speed was comparable other jets I've seen.  It is my belief that this was a missile test.


",NA,1,1,"cigar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Witness elects to remain totally anonymous;  provides no contact information.  PD",NA,NA,0,0,0,0,2007,2000,3,9,13,"Afternoon","Northeast",0,1,0,0,0
"44440",58622,"Web","2007-09-08","2007-09-08 07:20:37","1988-07-10","1899-12-30 21:00:00",1,"5 min",NA,"Monroe","WA","98293","Snohomish","USA","sighting from the past","sighting from the past

This past Labor day weekend my daughter and her family came to visit me at my home on Whidbey island, north of Seattle Washington. We were roasting marshmallows with the grandkids on the beach one night, and the subject of UFO's came up.  My daughter re-capped an incident that I had long since forgotten about, mostly because at that time I was skeptical and didn?t have time to think of such things as UFO's. 

This happened about 19 years ago, but I think is worth passing on.  It involved my daughter (16 at the time) and her mother, the location was near Monroe Washington.  

Quote:  ""Mom picked me up at the Dairy Queen, where I was working part time during the summer months before school started. It was dusk at the time, we drove up the woods creek road towards home.  As we drove along we saw a bright light ahead and as we neared it and saw what a strange thing we were looking at, Mom pulled our car to a stop, lowered the windows and shut the motor off. We gazed in amazement at what we saw, it was a football shaped craft with several lights from front to back. It was hovering over a dairy farm field, perhaps a hundred feet off the ground, I would guess it was about 30 feet in length. It made no sound at all, we had our windows down and our motor was shut off. After just a few minutes it started moving slowly up the valley (north). Mom started the car and we stayed along with it for about a mile, it then turned to the left (west), increased in speed and shot out of sight like a bullet."" End of quote.. 

My daughter is and has always been a responsible person, you can take what she says to the bank.  

I myself filed a report a few years back on strange lights observed by my hunting partners and I near Coulee Dam Wa.


","retired",2,1,"other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Source of report indicates that date of the event is approximate.  PD",NA,NA,0,0,0,0,1988,1980,3,7,21,"Evening","West",0,1,0,1,0
"44498",58688,"Web","2007-09-12","2007-09-12 07:25:24","2007-09-10","1899-12-30 22:30:00",1,"30 seconds",NA,"Manchester (UK/England)",NA,NA,NA,"United Kingdom","Line of reds dots over Davyhulme Manchester, England","Line of reds dots over Davyhulme Manchester, England

I was sat in my back garden on the evening of 10th September 2007 at approx 22:30 with my wife. I was looking up at the sky and noticed a series of lights which living on a flight path thought it was a jet at high altitude.

 Upon further viewing I noticed that there was more than 1 light (8 or maybe 10) in a straight line formation going across the sky from East to West. The line was a series of dots (a bit like tracer bullets being fired). These were in a perfect straight line but for a moment the back 3 or 4 fish tailed up then went back into formation. They travelled faster than a jet and were uniformly spaced out. This is a legitimate sighting but I have no other proof. I asked my wife had she seen it but she put it down to a plane. I just needed to tell someone about this.	




",NA,1,8,"formation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Source of report indicates that date of the event is approximate.  PD",NA,NA,0,0,0,0,2007,2000,3,9,22,"Night",NA,0,1,0,0,0
"44520",58712,"Web","2007-09-13","2007-09-13 14:11:01","2007-09-12","1899-12-30 22:30:00",0,"15 min",NA,"Chillicothe","OH","45601","Ross","USA","Lights with 'projectiles' west of Chillicothe, Ohio.","Lights with 'projectiles' west of Chillicothe, Ohio.

At around 10:30 yesterday evening I observed odd lights low in the sky west of Chillicothe Ohio.  I first noticed a slowly flashing while light, dimmer than the surrounding stars.  The flash was at a much slower pace than a typical aircraft warning light, perhaps three seconds between flashes.  After a few minutes, two more of these slow flashers appeared.  The sky was clear, so it shouldn't be assumed that they arrived under cloud cover.

They began to move south at a slow rate of speed.  Suddenly, the top-most light emitted a bright red 'projectile' of some sort that sped out in front of it, growing dimmer as it went until is seemed to extinguish.  The other two light began to emit these projectiles, one every 20 seconds or so.

After roughly 15 minutes, the lights simply went out, not far from where the event began.  I waited for another 15 minutes, but the lights did not return.  I've witnessed similar lights on two occasions in the past two weeks.  The events last no longer than 15 minutes and I've yet to see the lights entering or exiting the area where the lights are firing the red projectiles.

Could someone contact Wright Patterson AFB to see if this might be a training exercise?  I couldn't find a number for them that would allow me to speak to someone who could clarify.  The red lights traveled in a straight path out from the lights, so it didn't seem like any flares that I've seen before.

","Artist, Home health care aid.",1,3,"light",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,9,22,"Night","Midwest",0,1,0,0,0
"44663",58871,"Web","2007-09-22","2007-09-22 15:42:28","2007-09-17","1899-12-30 17:30:00",0,"1 minute",NA,"Santa Barbara","CA","93101","Santa Barbara","USA","Bright light after sunset in Southern California","Bright light after sunset in Southern California

My friend and I witnessed a bright light in the sky on Monday September 17, 2007 at approximately 7:30-7:45 pm.  We did not check our watch, but Venus was very visible and few other stars were showing.

The light was about equal in brightness to Venus and did not appear to be moving. There was no visible trail, and we thought it was another bright planet.  It was approximately 45 degrees off of the horizon.  After observing the light for approximately 15 seconds, the light vanished and a white haze lingered in its location for less than a minute.

The location of the light was almost due north, as I noted the direction and compared it to the presence of the North Star and big dipper once they appeared.  We were located on a boat at the Channel Islands in Southern California.  Specifically, we were anchored at smugglers cove on the east end of Santa Cruz Island, and the light appeared above Santa Barbara.

My first thoughts were that it may be a satellite, but I have never seen a satellite that was that bright.  The white haze had me thinking that it was a missile or rocket launch from Vandenberg AFB, but my research so far shows no launches that evening.  I have seen missile launches before and have seen a haze after the rocket left the atmosphere, but this did not appear to be moving and there was no contrail.","business owner",2,1,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,9,17,"Afternoon","West",0,1,0,1,0
"44741",58953,"Web","2007-09-26","2007-09-26 19:39:56","2007-09-17","1899-12-30 19:17:00",0,"15 minutes",NA,"Bodega Bay","CA","94923","Sonoma","USA","Streaking object appears to stop and hover for several minutes","Streaking object appears to stop and hover for several minutes

My husband, my brother, my sister-in-law and I were vacationing at a coastal house in Bodega Bay, CA (about two hours north of San Francisco).  We were watching the sun set over the ocean and preparing to watch the clear night sky, so we had big binoculars (16X70) set up on a tripod on the west-facing patio.  Moments after sunset (which occurred at 7:15 p.m., [see photo]), while the sky at the horizon was still orangey, we noticed a very bright orange/gold streak moving at a slightly upward angle in a north-to-south direction [see photos].  At arm?s length and measuring between thumb and forefinger, the streak early on was about an inch above the horizon.  We then looked at it through the binoculars and we saw not only the streak, but a dark, somewhat elongated object that was rounded at the leading edge of what we then called a ?trail?. The object took up about 1/4 inch of the streak.  Over the next minute or so, the trail got to be about four inches long (as measured above).

 A minute or two after we first saw the trail, the object/trail appeared to stop and hover in place for another 10 minutes or so, but the trail did not dissipate at all like a vapor trail would.  (Since we were facing west, it's also possible the object was not hovering but rather moving west to east or east to west after it appeared to stop.) We could see the trail and the ""unmoving"" object for a total of 10 minutes or so until it got too dark to see through the binoculars.  The pictures we took do not even begin to show the brightness of the trail.

 Based on the ""distance to horizon"" calculator on the Internet, we estimated the distance to the object was about 15.5 nautical or 17.9 statute miles.  (We did a Google Earth calculation that showed our rental house was 172 feet above sea level and, adding the five-foot height of the tripod, resulted in a ""height of eye"" of 177 feet.)  If the object was almost 18 miles away, the object would have to be quite large to appear as big as it did, even though it required binoculars to see it.

Our collective conclusion was that the object was too big to be any kind of airplane and that the trail was not a vapor trail.  The way the object appeared to stop and hover, and the fact that the trail did not dissipate, were also very strange.  Maybe it was some kind of missile, but we sure can?t figure it out.  None of us had ever seen such a thing.

","Retired Manager",4,1,"cigar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,3,9,19,"Evening","West",0,1,0,0,0
"44885",59115,"Web","2007-10-06","2007-10-06 02:13:57","1981-06-15","1899-12-30 22:00:00",1,"1 hour",NA,"Aberdeen","WA","98520","Grays Harbor","USA","Cylindrical craft crashes near Aberdeen WA","Cylindrical craft crashes near Aberdeen WA

I am estimating the date and time of this event due to the amount of time that has passed. I do remember that it was shortly after I graduated high school (1980), and had landed a job at the local mall as a maintenance employee. 

I remember leaving work and proceeding north through south Aberdeen, and had to stop at a red light before proceeding over the Chehalis river bridge. To my surprise, a long convoy of military vehicles was headed south over the bridge, pulling trailers, some covered with tarp, others obviously diesel generators, along with one truck pulling a piece of heavy equipment (bulldozer). I just thought there were military exercises taking place somewhere and thought nothing more about it. 

Later that day, I heard local radio, reporting that a cylindrical shaped object was seen over interstate 5 near or at Olympia WA, and that the craft was headed West. This craft was witnessed by hundreds if not thousands of people already. 

The craft was now reported by eye witness accounts to have been following State Route 12 West towards the coast. The craft was witnessed flying low, not very fast, and was on fire, but emitted no smoke and made no noise The craft was under some sort of control, as witnesses reported that it followed the highway, making turns to correct course.  It had flown over sparsely populated areas, and was later seen flying ""along highway 12"", through the vicinity of Central Park, a outlying area East of Aberdeen, and again witnessed by hundreds, (motorists and residents of Central Park). 

Before the craft entered the city of Aberdeen itself, it took a fairly large turn to the left, flying over Junction City, across the town of Cosmopolis, and was now headed South West towards Westport WA.  Witnesses reported the craft to have followed the Westport highway to the point of the Elk River bridge where it turned abruptly to the left, flying directly over the bridge and followed the Elk River South East where one witness reported it crashing with a white flash on the visi! ble hori zon.  The area of the crash is forest land accessible only by logging roads.  

No explanation was given as to what it was by any Government agency.  Residents in the vicinity of the crash site reported that the military cordoned off the area and installed road blocks into the area denying any entry. Reports by residents, (rumors) that some of the teenage boys took dirt bikes out and rode as close as they could,?after already trying the roads and having been sent away by armed soldiers?, and hiking through the timber, where they reported seeing tree tops broke. They reported seeing a roughly 70 foot long cylindrical craft, lit by flood lights, with men moving about the craft in protective clothing, ?obviously what the diesel generators were used for?. About 10 years later, while working another job, I had the opportunity to speak personally with one resident who lived in the area of the site, who was a fellow co-worker of mine. He told me, ?one of those teenage boys on the dirt bikes was his?, and that many days after the event, ?government sedans had stopped at many of the residents homes to ask what they had seen, and to not continue to spread rumors?. He also said that some residents had been ?threatened to shut up or else?. This was big news for about a week in the area, but died out just like the rest. I recall my co-worker telling me that they flew the craft out, wrapped in canvas tarp towards the ocean slung under a sky crane helicopter. Weeks later, after many calls to the local authorities, the local radio reported that the government reported  that it had been a small airplane that crashed. Nothing more was ever reported, but to this day I believe what I saw (the convoy), and what the neighbors in the area saw to be true. I truly believe, if this was not a crash of a then new cruise missile, to be a craft from another place, and another Roswell, but due to the time and place, receive much less publicity. This incident happened in the evening, while I was working, my shift ending at 07:00AM, so the m! ilitary response was pretty rapid since the heavy equipment was assembled and in the area in less than 9 hours, as witnesses in Central Park were calling in reports to authorities around 22:00 hrs. Fort Lewis WA is less than 2 hrs from Aberdeen, and probably less than 3.5 hrs from the actual crash site. No other aircraft were reported in the air visually, with the stricken craft. All witnesses reported seeing flames emanating from the craft and they also reported that it made no engine noises, or any noise at all. If it was a cruise missile it would have been emitting sound.



","production",2500,1,"cylinder",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Witness indicates that the date of the incident is approximate.  PD",NA,NA,0,0,0,0,1981,1980,2,6,22,"Night","West",0,1,0,0,0
"44951",59187,"Web","2007-10-10","2007-10-10 19:03:58","2007-10-10","1899-12-30 20:30:00",0,"1 hour",NA,"Conyers","GA","30013","Rockdale","USA","Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD))","Craft seen falling and dissapears into thin air.

Around 8pm we went out for a trip to Burger King.  I noticed a large number of planes hovering above the city.  They were not passenger planes, presumably fighter jets from the looks of them.  Each had a red white and blue light.  They were flying in pairs back and forth across the sky at staggered heights.

 After driving home and watching the planes (we counted approximately 10), we sat out on the roof of the car and watched.  

Around 8:30pm we saw an abject appear, and move at extremely high speed in a downward direction as though it were about to crash into the ground, but disappeared before it ever left the sky line.

 Immediately after the planes began to clear away, although a few still scanned the skylines, but much higher in the air.  In the beginning the plans were exceptionally low.


","Student",2,1,"unknown",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Missile launch??  We have no explanation for the aircraft.  PD",NA,NA,0,0,0,0,2007,2000,4,10,20,"Evening","South",0,1,0,0,0
"44963",59200,"Web","2007-10-11","2007-10-11 12:00:14","2007-10-10","1899-12-30 20:55:00",0,"30 seconds",NA,"Vero Beach","FL","32960",NA,"USA","Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD))","Shooting star without red globe burn-out or descent maintains steady Southerly trajectory

Shooting star-like light moves over Eastern sky from North to South - had triangular or V-shaped wake that got brighter before suddenly disappearing.  

However, unlike a shooting star, the red globe of visible light did not descend, but rather maintained steady speed and altitude.  Red globe did not fade out and fall as other shooting stars I've seen in the Florida night sky have.  

Several people blurted out ""What is that?""  It was very much like a shooting star - yet it maintained its Southerly trajectory, its red globe brightness, its altitude and its speed.  

Although there were many eye-witnesses I see no report of the event in any local publication or broadcast - thus no reasonable explanation for the event.


","federal employee retired due to back problems",5,1,"unknown",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"We believe that a missile was launched from Cape Canaveral on this date.  PD",NA,NA,0,0,0,0,2007,2000,4,10,20,"Evening","South",0,1,0,0,0
"45254",59517,"Web","2007-10-29","2007-10-29 19:05:11","2007-10-25","1899-12-30 14:00:00",0,"18 seconds",NA,"Eugene","OR","97401","Lane","USA","Very black missile type craft, no windows, large, and agile as it crossed the sky and it turned and flew away","Very black missile type craft, no windows, large, and agile as it crossed the sky and it turned and flew away

Missile shaped craft all black no windows two short wings near front and a square tail end, at the distance I saw it looked like the size of a 727 aircraft at 400ft.  

It moved in a circular turn across my wind shield then moved away frontwards at a very fast pace, when I first noticed the craft it was moving to slow to keep its altitude with the very short front wings it had, and the turn ratio was a floating type 180 degree turn


",NA,0,0,"cylinder",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Witness elects to remain totally anonymous;  provides no contact information.  PD",NA,NA,0,0,0,0,2007,2000,4,10,14,"Afternoon","West",0,1,1,0,0
"45462",59763,"Web","2007-11-11","2007-11-11 23:27:27","2007-11-11","1899-12-30 20:15:00",0,"5 Minutes",NA,"Lompoc","CA","93436","Santa Barbara","USA","I saw what I thought was another missile launch from VAFB but it turned out to be something strange.","I saw what I thought was another missile launch from VAFB but it turned out to be something strange.

I was watching TV and, out of the corner of my view through a window, I saw a bright light. I thought VAFB was doing another launch. I went outside and observed that it was not a missile (not the usual engine rumble and the trajectory was wrong).

The aircraft was moving south at a good clip but not anything super fast, and it wasn?t rotating. I kept watching as it flew directly over my home. It was dark so I could not gage altitude, but I would guess under a thousand feet. It seemed to have a round cylindrical shape, with red and green lights. I was thinking it was an airplane-- it had to be, but with no engine noise? I saw what looked like a shooting star just to its left and thought that was a strange coincidence then, I saw another.

I tracked it until it was over the city of Lompoc then I saw it stop. A white light was coming from the top. This light had a strange look though. Instead of just a solid light it looked like it was a very fast strobing light. I was considering it might be some experimental, Air force thing. Then I saw what appeared to be an aircraft with a single white light coming from the direction of the VAFB flight line (that aircraft made a jet engine noise) and was headed toward the ""floating"" craft. 

The first craft then resumed its clip heading down the coast followed by the other craft until I lost sight of both.

I've lived on or around AFB?s for over 40 yrs and never have I witnessed anything like this, so I just wanted to tell someone. 

I?m curious if anyone else saw any thing odd tonight?  

Well, maybe I?m nuts and it was just my imagination. 

Thanks UFO guys.","Returning college student",0,0,"cylinder",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2007,2000,4,11,20,"Evening","West",0,1,0,1,0
